mensaje_id,codif_macro_1,codif_macro_2,codif_micro_1,codif_micro_2,hoja_1,hoja_2
TW_21290,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gabriel-5,Saúl-6
TW_9490,D. Otros,A. Programático,7b. Personal (aptitudes) | 8. Interacción con usuarios,1a. Programática - Postura,César-7,Gonzalo-6
TW_12188,C. Politics,D. Otros,5a. Ataque (personal),8. Interacción con usuarios | 5a. Ataque (personal),Alondra-3,Saúl-7
FB_5181,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta,Marcelo-8,Saúl-6
TW_23183,D. Otros,C. Politics,8. Interacción con usuarios | 6f. Referencia positiva (otros),6f. Referencia positiva (otros) | 6a. Referencia positiva (cand. presidencial),Saúl-2,Matías-8
TW_13378,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura | 8. Interacción con usuarios,César-4,Saúl-4
TW_24546,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Extra-5,Saúl-3
TW_7693,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos,Benjamín-6,Gonzalo-8
TW_23232,B. Campaña,B. Campaña,4. Endorsements,4. Endorsements,Extra-3,Gonzalo-2
TW_19932,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Gonzalo-5,César-6
TW_12227,NA,D. Otros,,8. Interacción con usuarios,Alondra-6,Marcelo-3
TW_25924,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 4. Endorsements,Gabriel-7,Matías-7
TW_9249,B. Campaña,B. Campaña,10. Aparición en medios,8. Interacción con usuarios | 10. Aparición en medios,Carolina-3,Matías-7
FB_4204,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),6f. Referencia positiva (otros),Marcelo-3,Matías-7
TW_17319,D. Otros,C. Politics,9. Utilidad pública,5c. Ataque (otros),Andrea-3,Benjamín-3
TW_17759,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),César-7,Gabriel-5
TW_13533,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Matías-2,Marcelo-6
TW_22800,C. Politics,B. Campaña,6b. Referencia positiva (partido),2. Eventos de campaña,Gonzalo-6,Carolina-6
FB_9606,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Marcelo-4,Gabriel-2
TW_22331,B. Campaña,C. Politics,4. Endorsements,4. Endorsements,Gonzalo-2,Matías-2
FB_1989,B. Campaña,B. Campaña,2. Eventos de campaña | 4. Endorsements,2. Eventos de campaña,Gabriel-2,Extra-5
TW_1843,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Saúl-8,Extra-6
FB_4502,B. Campaña,A. Programático,2. Eventos de campaña,1a. Programática - Postura | 1b. Programática - Propuesta,Marcelo-4,Alondra-2
FB_722,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal),Carolina-5,Saúl-7
TW_22418,A. Programático,C. Politics,1a. Programática - Postura,6f. Referencia positiva (otros),César-4,Extra-2
TW_22826,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,César-5,Gonzalo-3
TW_18335,D. Otros,C. Politics,8. Interacción con usuarios | 6f. Referencia positiva (otros),6e. Referencia positiva (comp. lista) | 8. Interacción con usuarios,Gabriel-6,Saúl-3
TW_20511,D. Otros,D. Otros,7a. Personal (trivial),9. Utilidad pública,Marcelo-7,Matías-6
TW_26574,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Benjamín-8,Marcelo-2
TW_10947,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Extra-4,Gonzalo-2
TW_16596,D. Otros,D. Otros,N/A (imposible de determinar),8. Interacción con usuarios | 5b. Ataque (global),Matías-2,Saúl-3
TW_16578,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,César-6,Carolina-6
FB_3311,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Benjamín-4,Carolina-6
TW_15765,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),Saúl-5,Benjamín-2
TW_3791,NA,B. Campaña,,4. Endorsements,Alondra-6,Matías-2
TW_3975,A. Programático,C. Politics,1b. Programática - Propuesta,6d. Referencia positiva (gobierno) | 1a. Programática - Postura,Carolina-3,César-7
TW_1692,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Marcelo-7,César-8
TW_24205,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Benjamín-7,Extra-2
TW_7158,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),César-2,Carolina-4
TW_25583,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Gabriel-6,Extra-1
TW_4382,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Andrea-3,Gabriel-6
TW_20316,C. Politics,C. Politics,5a. Ataque (personal),5c. Ataque (otros),Carolina-2,Benjamín-4
TW_790,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 6b. Referencia positiva (partido),6a. Referencia positiva (cand. presidencial),César-3,Gabriel-5
FB_4543,B. Campaña,B. Campaña,3. Movilización de recursos,2. Eventos de campaña,Extra-3,Carolina-2
TW_4041,D. Otros,D. Otros,9. Utilidad pública,7a. Personal (trivial),Gabriel-6,Gonzalo-6
TW_20529,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Benjamín-2,Gabriel-2
FB_5503,B. Campaña,B. Campaña,2. Eventos de campaña,6a. Referencia positiva (cand. presidencial),Extra-5,Matías-6
TW_17997,A. Programático,C. Politics,1a. Programática - Postura,5c. Ataque (otros),César-4,Benjamín-4
TW_23379,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta | 8. Interacción con usuarios,Gonzalo-3,Alondra-2
TW_2999,C. Politics,C. Politics,6d. Referencia positiva (gobierno) | 3. Movilización de recursos,6d. Referencia positiva (gobierno),Gabriel-5,Benjamín-4
TW_18668,C. Politics,D. Otros,5b. Ataque (global),8. Interacción con usuarios,Andrea-2,Gabriel-4
FB_5576,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos,Benjamín-2,César-5
FB_4041,B. Campaña,B. Campaña,10. Aparición en medios,10. Aparición en medios,Andrea-3,Matías-5
TW_4763,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal),César-7,Matías-6
TW_8081,NA,A. Programático,N/A (imposible de determinar),1a. Programática - Postura,Matías-8,Saúl-2
FB_4700,B. Campaña,B. Campaña,2. Eventos de campaña,3. Movilización de recursos,Extra-3,Benjamín-4
TW_24031,C. Politics,A. Programático,6a. Referencia positiva (cand. presidencial) | 1a. Programática - Postura,1a. Programática - Postura,Saúl-3,Marcelo-4
TW_16477,B. Campaña,C. Politics,3. Movilización de recursos | 6c. Referencia positiva (coalición),4. Endorsements,Gabriel-5,Marcelo-3
TW_23744,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios,Extra-2,Marcelo-5
TW_26489,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),Marcelo-4,Andrea-3
TW_17343,C. Politics,C. Politics,5b. Ataque (global),6b. Referencia positiva (partido),Matías-5,Carolina-2
TW_18332,D. Otros,A. Programático,7a. Personal (trivial),1a. Programática - Postura,Benjamín-3,Matías-2
FB_8820,B. Campaña,B. Campaña,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),Matías-2,Alondra-2
TW_16051,B. Campaña,D. Otros,2. Eventos de campaña,N/A (imposible de determinar),Saúl-5,Benjamín-3
TW_1079,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Alondra-3,Gabriel-2
FB_7720,B. Campaña,B. Campaña,10. Aparición en medios,10. Aparición en medios,Gabriel-3,Matías-5
TW_23610,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,Gabriel-2,Carolina-3
TW_19870,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),César-4,Matías-5
TW_765,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Benjamín-2,Extra-5
TW_26499,C. Politics,A. Programático,6f. Referencia positiva (otros),1a. Programática - Postura,Marcelo-8,Gabriel-6
FB_1337,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-2,Matías-5
FB_4819,B. Campaña,A. Programático,2. Eventos de campaña | 10. Aparición en medios,1a. Programática - Postura | 10. Aparición en medios,Saúl-6,Alondra-5
TW_8413,C. Politics,C. Politics,5b. Ataque (global),5b. Ataque (global),Andrea-2,Alondra-5
TW_25911,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,Alondra-4,Carolina-4
TW_11945,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),Carolina-8,Matías-2
FB_2412,B. Campaña,C. Politics,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Saúl-8,Marcelo-4
TW_27196,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta,César-5,Carolina-7
TW_2300,B. Campaña,D. Otros,10. Aparición en medios,10. Aparición en medios,Andrea-3,Extra-1
FB_6569,B. Campaña,A. Programático,2. Eventos de campaña,1a. Programática - Postura,Carolina-3,Marcelo-6
TW_19588,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta | 1a. Programática - Postura,Marcelo-5,Andrea-4
TW_11156,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta,Benjamín-2,Gabriel-4
FB_793,D. Otros,D. Otros,N/A (imposible de determinar),N/A (imposible de determinar),Alondra-4,César-4
TW_26764,C. Politics,C. Politics,6b. Referencia positiva (partido),6f. Referencia positiva (otros),Gabriel-8,Benjamín-8
TW_352,B. Campaña,C. Politics,2. Eventos de campaña,6a. Referencia positiva (cand. presidencial),Alondra-5,César-6
TW_22617,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),5b. Ataque (global) | 6a. Referencia positiva (cand. presidencial),Carolina-4,Gabriel-3
TW_14025,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,Benjamín-6,Marcelo-5
FB_9629,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gabriel-5,Saúl-3
TW_24829,A. Programático,D. Otros,1a. Programática - Postura,7a. Personal (trivial),Alondra-2,Gonzalo-7
FB_130,B. Campaña,B. Campaña,2. Eventos de campaña | 1b. Programática - Propuesta,2. Eventos de campaña,Saúl-4,César-5
TW_5098,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),Gabriel-8,Saúl-6
TW_15868,A. Programático,D. Otros,1a. Programática - Postura,7a. Personal (trivial),Benjamín-3,Saúl-5
TW_20895,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Marcelo-5,Extra-5
TW_24689,A. Programático,B. Campaña,1a. Programática - Postura,2. Eventos de campaña,Marcelo-8,Matías-5
TW_6277,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura | 8. Interacción con usuarios,César-7,Alondra-4
TW_9447,B. Campaña,C. Politics,4. Endorsements,4. Endorsements,Gonzalo-2,Marcelo-4
TW_26418,C. Politics,D. Otros,5a. Ataque (personal),8. Interacción con usuarios | 5a. Ataque (personal),Alondra-5,Saúl-8
FB_5982,A. Programático,B. Campaña,1a. Programática - Postura,6f. Referencia positiva (otros),Gonzalo-5,Carolina-3
TW_4986,D. Otros,C. Politics,8. Interacción con usuarios | 5b. Ataque (global),5b. Ataque (global),Saúl-5,Carolina-8
FB_75,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Benjamín-8,Extra-3
TW_26234,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),Benjamín-8,César-8
TW_25297,C. Politics,D. Otros,6f. Referencia positiva (otros),9. Utilidad pública,Gabriel-5,César-4
FB_7602,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Extra-1,Extra-5
FB_222,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos,Saúl-6,Carolina-2
TW_10642,NA,D. Otros,,N/A (imposible de determinar),Alondra-6,Andrea-2
FB_6110,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Benjamín-6,César-4
FB_8630,A. Programático,NA,1b. Programática - Propuesta,,Carolina-5,Alondra-6
TW_18710,D. Otros,D. Otros,8. Interacción con usuarios,N/A (imposible de determinar),Marcelo-6,Benjamín-6
TW_12124,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6f. Referencia positiva (otros),Gabriel-6,Gonzalo-5
FB_620,NA,B. Campaña,,2. Eventos de campaña,Alondra-6,Gabriel-8
TW_2037,B. Campaña,D. Otros,2. Eventos de campaña | 3. Movilización de recursos,9. Utilidad pública,Saúl-4,César-2
TW_20239,C. Politics,B. Campaña,5b. Ataque (global),10. Aparición en medios | 6d. Referencia positiva (gobierno),Carolina-6,Andrea-3
TW_3092,B. Campaña,C. Politics,4. Endorsements,4. Endorsements,Extra-4,Marcelo-7
TW_25306,A. Programático,D. Otros,1a. Programática - Postura,9. Utilidad pública,César-7,Gabriel-2
TW_20863,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 5b. Ataque (global),5a. Ataque (personal),Gabriel-2,Benjamín-7
TW_2168,C. Politics,C. Politics,5b. Ataque (global),6a. Referencia positiva (cand. presidencial),César-2,Alondra-2
TW_6515,D. Otros,D. Otros,N/A (imposible de determinar),5b. Ataque (global),Extra-1,Matías-8
FB_7777,A. Programático,B. Campaña,1b. Programática - Propuesta,2. Eventos de campaña,Benjamín-5,Carolina-5
FB_1472,B. Campaña,B. Campaña,3. Movilización de recursos,2. Eventos de campaña,Extra-1,Gabriel-3
TW_12042,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Extra-3,Benjamín-3
TW_2398,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-6,Matías-3
TW_16116,B. Campaña,D. Otros,10. Aparición en medios | 5b. Ataque (global),10. Aparición en medios,Gabriel-3,Marcelo-2
TW_25603,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura,César-7,Gabriel-5
FB_7125,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,César-6,Marcelo-6
TW_23172,C. Politics,C. Politics,5b. Ataque (global),5b. Ataque (global) | 6c. Referencia positiva (coalición),César-4,Saúl-6
TW_13926,D. Otros,D. Otros,8. Interacción con usuarios,7a. Personal (trivial),Extra-3,Carolina-6
FB_9790,B. Campaña,D. Otros,3. Movilización de recursos,7a. Personal (trivial),Matías-7,Alondra-3
TW_15555,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Matías-8,Extra-6
TW_219,B. Campaña,A. Programático,2. Eventos de campaña,1a. Programática - Postura,Marcelo-4,Andrea-3
TW_21177,C. Politics,C. Politics,6d. Referencia positiva (gobierno),6a. Referencia positiva (cand. presidencial),Carolina-4,Extra-1
FB_3374,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),César-6,Carolina-6
TW_17561,B. Campaña,D. Otros,2. Eventos de campaña,N/A (imposible de determinar),César-6,Extra-4
TW_17872,C. Politics,A. Programático,6a. Referencia positiva (cand. presidencial) | 1b. Programática - Propuesta,1b. Programática - Propuesta | 6a. Referencia positiva (cand. presidencial),Saúl-8,Alondra-5
FB_923,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Saúl-5,Carolina-6
TW_25955,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Marcelo-4,Gonzalo-7
FB_7062,B. Campaña,B. Campaña,2. Eventos de campaña,4. Endorsements,César-3,Matías-3
FB_1336,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gabriel-7,Benjamín-2
TW_23931,C. Politics,C. Politics,5a. Ataque (personal),5c. Ataque (otros),Benjamín-4,Marcelo-2
TW_18208,C. Politics,C. Politics,5a. Ataque (personal),6a. Referencia positiva (cand. presidencial) | 5b. Ataque (global),Gonzalo-3,Benjamín-3
TW_8941,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos,Marcelo-6,Carolina-8
TW_13225,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Saúl-8,Gabriel-3
FB_342,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Extra-3,Benjamín-5
TW_11984,C. Politics,D. Otros,6a. Referencia positiva (cand. presidencial),8. Interacción con usuarios,Gonzalo-6,Extra-6
TW_26061,C. Politics,C. Politics,6f. Referencia positiva (otros),6f. Referencia positiva (otros),Marcelo-5,Carolina-7
TW_926,C. Politics,C. Politics,9. Utilidad pública,6a. Referencia positiva (cand. presidencial) | 6d. Referencia positiva (gobierno),Carolina-6,Extra-2
TW_17666,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),2. Eventos de campaña,Marcelo-6,César-4
TW_8808,C. Politics,C. Politics,5a. Ataque (personal) | 8. Interacción con usuarios,5a. Ataque (personal),Saúl-5,César-7
FB_2117,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Benjamín-2,Gonzalo-7
FB_2297,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta,Marcelo-2,Matías-3
TW_6183,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos,Extra-1,Gonzalo-2
FB_4193,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos | 6f. Referencia positiva (otros),Saúl-8,Matías-4
FB_1669,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,Marcelo-3,Extra-1
TW_5039,B. Campaña,D. Otros,9. Utilidad pública,7a. Personal (trivial),Matías-6,César-2
TW_1957,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),César-8,Gonzalo-4
TW_8250,D. Otros,D. Otros,8. Interacción con usuarios | 5a. Ataque (personal),8. Interacción con usuarios,Saúl-4,Benjamín-7
TW_15343,B. Campaña,C. Politics,3. Movilización de recursos,4. Endorsements | 3. Movilización de recursos,César-3,Saúl-7
FB_5880,C. Politics,C. Politics,6b. Referencia positiva (partido),6b. Referencia positiva (partido) | 6a. Referencia positiva (cand. presidencial),Marcelo-4,Alondra-2
TW_23687,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 6c. Referencia positiva (coalición),4. Endorsements,Extra-2,Carolina-7
TW_10958,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,César-3,Carolina-5
TW_13561,C. Politics,D. Otros,6b. Referencia positiva (partido),N/A (imposible de determinar),Marcelo-4,Benjamín-4
TW_19183,B. Campaña,C. Politics,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Alondra-3,Extra-4
FB_5462,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Andrea-4,Alondra-2
TW_13497,C. Politics,D. Otros,6b. Referencia positiva (partido),8. Interacción con usuarios,Carolina-3,Matías-6
TW_3263,C. Politics,B. Campaña,4. Endorsements,4. Endorsements,Saúl-6,Gabriel-3
FB_5360,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 6b. Referencia positiva (partido),Gabriel-8,Andrea-2
FB_2045,B. Campaña,B. Campaña,2. Eventos de campaña | 3. Movilización de recursos,2. Eventos de campaña,Gabriel-8,Carolina-2
TW_16415,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Marcelo-2,Benjamín-2
FB_5815,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gabriel-4,Extra-4
FB_6839,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-7,Matías-5
TW_9819,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Alondra-4,Matías-5
FB_4710,NA,B. Campaña,,2. Eventos de campaña | 1a. Programática - Postura,Alondra-6,Saúl-5
TW_24444,C. Politics,C. Politics,6f. Referencia positiva (otros),6a. Referencia positiva (cand. presidencial),César-8,Extra-3
TW_453,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Extra-1,Marcelo-6
FB_485,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Carolina-8,Benjamín-6
TW_20474,C. Politics,C. Politics,5a. Ataque (personal),6a. Referencia positiva (cand. presidencial),Carolina-3,Marcelo-2
TW_5129,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,Alondra-4,Gabriel-3
TW_7640,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),César-4,Gonzalo-2
TW_24734,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-2,Gabriel-3
TW_1727,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Marcelo-7,Alondra-5
TW_1305,A. Programático,B. Campaña,1b. Programática - Propuesta,2. Eventos de campaña | 1b. Programática - Propuesta,Carolina-5,Matías-8
FB_3449,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Carolina-8,Benjamín-7
FB_6069,D. Otros,A. Programático,10. Aparición en medios,1a. Programática - Postura,Saúl-7,Andrea-4
FB_7155,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos,Matías-2,Gabriel-8
TW_19444,B. Campaña,C. Politics,2. Eventos de campaña,6a. Referencia positiva (cand. presidencial),Gonzalo-5,Benjamín-6
TW_17762,B. Campaña,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Matías-6,Extra-3
TW_12885,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial) | 1a. Programática - Postura,Gonzalo-6,Saúl-5
FB_6541,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 1b. Programática - Propuesta,Marcelo-2,Gabriel-7
TW_10034,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),Extra-3,Carolina-8
TW_7368,B. Campaña,B. Campaña,2. Eventos de campaña | 10. Aparición en medios,10. Aparición en medios,Alondra-5,Carolina-2
TW_9921,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Extra-3,Benjamín-6
TW_17438,D. Otros,D. Otros,6f. Referencia positiva (otros),9. Utilidad pública,Matías-8,Carolina-8
TW_25248,C. Politics,C. Politics,5a. Ataque (personal),5c. Ataque (otros),Carolina-2,Marcelo-2
TW_12560,C. Politics,D. Otros,4. Endorsements,7a. Personal (trivial),Alondra-5,Marcelo-7
TW_11285,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,César-8,Benjamín-3
TW_4578,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Carolina-6,Gabriel-7
TW_7611,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,Benjamín-8,Saúl-2
TW_12427,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 1b. Programática - Propuesta,6a. Referencia positiva (cand. presidencial),Gabriel-6,Benjamín-8
TW_14343,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Extra-1,César-6
FB_6906,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura,Carolina-2,Gabriel-8
TW_20222,B. Campaña,D. Otros,10. Aparición en medios,10. Aparición en medios,Gabriel-8,César-6
FB_9505,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Marcelo-2,Alondra-2
TW_10914,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Marcelo-8,César-7
TW_24739,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Alondra-3,César-6
TW_24456,D. Otros,A. Programático,8. Interacción con usuarios | 1a. Programática - Postura,1a. Programática - Postura,Saúl-8,Carolina-6
TW_25137,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Marcelo-3,Benjamín-4
FB_3046,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gabriel-7,Saúl-5
TW_3559,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Marcelo-8,César-2
TW_19036,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),Carolina-6,Saúl-6
FB_2363,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta,Extra-4,Carolina-5
TW_21069,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial) | 1a. Programática - Postura,Carolina-2,Alondra-2
TW_26803,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Extra-6,Gabriel-7
FB_3093,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Marcelo-6,Gonzalo-6
TW_14833,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Benjamín-4,Alondra-4
TW_13666,D. Otros,A. Programático,8. Interacción con usuarios,1a. Programática - Postura,Marcelo-4,César-5
TW_4624,A. Programático,C. Politics,1a. Programática - Postura | 6d. Referencia positiva (gobierno),6d. Referencia positiva (gobierno),Saúl-3,Extra-1
TW_2059,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Matías-4,Carolina-5
FB_3365,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Extra-2,Gabriel-2
TW_25172,D. Otros,C. Politics,7a. Personal (trivial),5b. Ataque (global),César-4,Alondra-3
FB_3477,C. Politics,B. Campaña,4. Endorsements,4. Endorsements,Andrea-2,Gonzalo-3
TW_20870,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),Extra-4,Matías-7
TW_405,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos,Extra-4,Benjamín-3
TW_14400,B. Campaña,D. Otros,2. Eventos de campaña,7a. Personal (trivial),Gonzalo-2,Benjamín-2
TW_4962,C. Politics,D. Otros,6f. Referencia positiva (otros),6f. Referencia positiva (otros),Marcelo-2,Matías-2
TW_15135,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Carolina-4,Benjamín-7
TW_7214,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos,Extra-1,Andrea-3
FB_3382,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Saúl-3,Gonzalo-2
TW_4037,A. Programático,D. Otros,1a. Programática - Postura,9. Utilidad pública,Marcelo-3,Benjamín-6
TW_13885,C. Politics,C. Politics,6f. Referencia positiva (otros),5a. Ataque (personal),César-6,Matías-8
FB_6214,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Andrea-2,Carolina-4
TW_2258,D. Otros,B. Campaña,7b. Personal (aptitudes),3. Movilización de recursos,Gonzalo-5,Matías-8
TW_20148,C. Politics,C. Politics,6b. Referencia positiva (partido),6b. Referencia positiva (partido),Gabriel-7,Extra-1
FB_1990,B. Campaña,A. Programático,2. Eventos de campaña | 1a. Programática - Postura,1a. Programática - Postura,Gabriel-4,César-6
TW_18558,C. Politics,D. Otros,5c. Ataque (otros),7a. Personal (trivial),Saúl-2,César-3
