mensaje_id,codif_macro_1,codif_macro_2,codif_micro_1,codif_micro_2
FB_5146,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta
TW_1488,C. Politics,C. Politics,5c. Ataque (otros),5b. Ataque (global)
TW_4606,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_2393,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_5389,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_3947,D. Otros,D. Otros,8. Interacción con usuarios | 5c. Ataque (otros),8. Interacción con usuarios
FB_5112,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura
TW_24261,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_13910,A. Programático,D. Otros,1a. Programática - Postura | 8. Interacción con usuarios,8. Interacción con usuarios
TW_20999,B. Campaña,NA,2. Eventos de campaña,N/A (imposible de determinar)
TW_5353,B. Campaña,C. Politics,2. Eventos de campaña | 4. Endorsements,6f. Referencia positiva (otros)
TW_13762,C. Politics,C. Politics,6d. Referencia positiva (gobierno),6d. Referencia positiva (gobierno)
TW_9685,B. Campaña,C. Politics,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),6d. Referencia positiva (gobierno)
TW_14050,C. Politics,C. Politics,5a. Ataque (personal),5c. Ataque (otros)
FB_1146,A. Programático,A. Programático,1a. Programática - Postura | 6a. Referencia positiva (cand. presidencial),1a. Programática - Postura
FB_7434,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_17266,A. Programático,C. Politics,1a. Programática - Postura,5a. Ataque (personal)
TW_23312,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 5a. Ataque (personal),6a. Referencia positiva (cand. presidencial)
TW_20941,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_20468,C. Politics,C. Politics,5c. Ataque (otros),5a. Ataque (personal)
TW_320,NA,D. Otros,,8. Interacción con usuarios
TW_18784,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_8852,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_19093,D. Otros,A. Programático,7a. Personal (trivial),1a. Programática - Postura
TW_11066,C. Politics,A. Programático,4. Endorsements,1a. Programática - Postura
TW_1319,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
TW_390,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios | 5c. Ataque (otros)
TW_7191,D. Otros,C. Politics,8. Interacción con usuarios,4. Endorsements
FB_707,D. Otros,B. Campaña,7a. Personal (trivial),2. Eventos de campaña
TW_21854,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_4055,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
FB_8424,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_6669,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura
FB_4351,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_2666,C. Politics,C. Politics,5b. Ataque (global) | 6a. Referencia positiva (cand. presidencial) | 3. Movilización de recursos,5c. Ataque (otros)
TW_3902,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_12604,B. Campaña,A. Programático,2. Eventos de campaña,1a. Programática - Postura
FB_4134,B. Campaña,B. Campaña,10. Aparición en medios,10. Aparición en medios | 1a. Programática - Postura
TW_13105,B. Campaña,D. Otros,2. Eventos de campaña,8. Interacción con usuarios
FB_8895,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_160,C. Politics,D. Otros,6a. Referencia positiva (cand. presidencial) | 6b. Referencia positiva (partido),7a. Personal (trivial)
TW_3036,C. Politics,C. Politics,6f. Referencia positiva (otros),6c. Referencia positiva (coalición) | 1a. Programática - Postura
FB_1561,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_19025,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial) | 5b. Ataque (global)
TW_12978,A. Programático,D. Otros,1a. Programática - Postura,8. Interacción con usuarios
FB_2927,D. Otros,NA,7a. Personal (trivial),N/A (imposible de determinar)
FB_3814,D. Otros,B. Campaña,7a. Personal (trivial),3. Movilización de recursos
FB_2775,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 4. Endorsements
TW_18864,NA,D. Otros,N/A (imposible de determinar),N/A (imposible de determinar)
TW_9528,C. Politics,D. Otros,4. Endorsements,4. Endorsements
TW_25130,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_5491,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios
TW_10706,C. Politics,C. Politics,5b. Ataque (global),5b. Ataque (global)
TW_7239,C. Politics,B. Campaña,6c. Referencia positiva (coalición),2. Eventos de campaña
TW_15506,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_13471,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_6532,NA,D. Otros,,8. Interacción con usuarios | 2. Eventos de campaña
FB_2541,D. Otros,B. Campaña,4. Endorsements,4. Endorsements
TW_13742,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_11032,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_2295,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura
TW_16757,B. Campaña,B. Campaña,3. Movilización de recursos,2. Eventos de campaña
TW_23385,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_22196,B. Campaña,C. Politics,2. Eventos de campaña,6a. Referencia positiva (cand. presidencial)
TW_5777,B. Campaña,D. Otros,2. Eventos de campaña,7a. Personal (trivial)
TW_3112,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_2792,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_10428,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_19897,C. Politics,A. Programático,6a. Referencia positiva (cand. presidencial),1a. Programática - Postura
TW_19040,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura
TW_24484,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_6244,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal)
FB_3190,B. Campaña,B. Campaña,10. Aparición en medios,10. Aparición en medios
FB_5169,B. Campaña,B. Campaña,4. Endorsements,2. Eventos de campaña
TW_14663,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial) | 2. Eventos de campaña
FB_3074,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
FB_5849,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_3234,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_314,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_14983,C. Politics,C. Politics,5b. Ataque (global),5a. Ataque (personal)
TW_4791,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal)
TW_1573,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_8182,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios
FB_6175,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_7516,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_25609,D. Otros,D. Otros,8. Interacción con usuarios,7a. Personal (trivial)
TW_7585,C. Politics,B. Campaña,4. Endorsements,4. Endorsements
FB_3425,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_20733,D. Otros,C. Politics,7a. Personal (trivial),6f. Referencia positiva (otros)
TW_21667,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_11982,A. Programático,C. Politics,1b. Programática - Propuesta,6a. Referencia positiva (cand. presidencial) | 1b. Programática - Propuesta
FB_185,B. Campaña,B. Campaña,1a. Programática - Postura,2. Eventos de campaña
TW_19609,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_10616,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_5799,D. Otros,D. Otros,8. Interacción con usuarios,9. Utilidad pública
TW_17418,A. Programático,D. Otros,1a. Programática - Postura,8. Interacción con usuarios
TW_7113,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_12032,A. Programático,D. Otros,1a. Programática - Postura,8. Interacción con usuarios
TW_14090,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_21864,D. Otros,D. Otros,7a. Personal (trivial),9. Utilidad pública
FB_3041,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_10670,D. Otros,B. Campaña,10. Aparición en medios,2. Eventos de campaña
TW_22250,A. Programático,D. Otros,1a. Programática - Postura,N/A (imposible de determinar)
TW_27283,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_9348,B. Campaña,C. Politics,2. Eventos de campaña,6f. Referencia positiva (otros)
TW_7675,C. Politics,C. Politics,5b. Ataque (global),1a. Programática - Postura | 5a. Ataque (personal)
TW_21308,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_6218,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_8928,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_3990,C. Politics,C. Politics,6d. Referencia positiva (gobierno),6d. Referencia positiva (gobierno)
TW_23985,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_5593,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_23544,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6c. Referencia positiva (coalición)
TW_5709,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_9542,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta
TW_5016,B. Campaña,C. Politics,6a. Referencia positiva (cand. presidencial),5b. Ataque (global) | 6a. Referencia positiva (cand. presidencial)
FB_8111,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_9423,B. Campaña,B. Campaña,3. Movilización de recursos,10. Aparición en medios
FB_668,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_3413,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_4572,B. Campaña,D. Otros,10. Aparición en medios,10. Aparición en medios
TW_12760,A. Programático,C. Politics,1a. Programática - Postura,5b. Ataque (global)
FB_2889,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_53,C. Politics,C. Politics,6b. Referencia positiva (partido),6f. Referencia positiva (otros)
TW_21161,C. Politics,A. Programático,6f. Referencia positiva (otros),1a. Programática - Postura
TW_27185,C. Politics,C. Politics,5a. Ataque (personal),5b. Ataque (global)
TW_10661,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública
TW_3761,B. Campaña,B. Campaña,1b. Programática - Propuesta,2. Eventos de campaña
TW_21378,A. Programático,B. Campaña,1a. Programática - Postura,3. Movilización de recursos
TW_26964,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial) | 9. Utilidad pública
TW_11207,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_8201,A. Programático,NA,1a. Programática - Postura,
TW_2229,C. Politics,D. Otros,5b. Ataque (global),9. Utilidad pública
TW_22008,D. Otros,D. Otros,7a. Personal (trivial),8. Interacción con usuarios | 9. Utilidad pública
TW_24980,D. Otros,B. Campaña,7a. Personal (trivial),7a. Personal (trivial)
TW_23624,C. Politics,C. Politics,5a. Ataque (personal) | 1a. Programática - Postura,5a. Ataque (personal) | 1a. Programática - Postura
FB_6296,A. Programático,D. Otros,1a. Programática - Postura,7a. Personal (trivial)
TW_10563,C. Politics,C. Politics,6d. Referencia positiva (gobierno),6d. Referencia positiva (gobierno)
FB_1115,B. Campaña,C. Politics,2. Eventos de campaña,4. Endorsements
FB_1774,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_15216,C. Politics,C. Politics,4. Endorsements,6c. Referencia positiva (coalición)
TW_22164,C. Politics,C. Politics,5b. Ataque (global),6b. Referencia positiva (partido)
TW_27280,D. Otros,D. Otros,8. Interacción con usuarios,7a. Personal (trivial)
FB_9806,D. Otros,B. Campaña,8. Interacción con usuarios,3. Movilización de recursos
TW_12362,C. Politics,B. Campaña,5b. Ataque (global),5b. Ataque (global)
TW_18520,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal)
TW_24525,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial)
FB_3885,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_11000,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_17707,B. Campaña,A. Programático,3. Movilización de recursos,1a. Programática - Postura
TW_20520,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_6717,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_247,C. Politics,NA,6a. Referencia positiva (cand. presidencial),
TW_25624,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_12466,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura
TW_23890,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_5150,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_26461,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura
TW_7699,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
TW_2540,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_3254,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos
TW_15678,A. Programático,D. Otros,1a. Programática - Postura,8. Interacción con usuarios
TW_899,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),5c. Ataque (otros)
TW_19318,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),2. Eventos de campaña
FB_3383,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_22664,B. Campaña,B. Campaña,4. Endorsements,2. Eventos de campaña
TW_14443,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial) | 8. Interacción con usuarios
FB_9057,B. Campaña,D. Otros,10. Aparición en medios | 7b. Personal (aptitudes),7b. Personal (aptitudes)
FB_2915,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_15060,D. Otros,C. Politics,8. Interacción con usuarios,5a. Ataque (personal)
TW_22434,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_6946,D. Otros,D. Otros,7a. Personal (trivial),N/A (imposible de determinar)
TW_26595,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios | 7a. Personal (trivial)
TW_11556,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial) | 5a. Ataque (personal)
TW_17419,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
FB_6848,D. Otros,A. Programático,9. Utilidad pública,3. Movilización de recursos | 9. Utilidad pública
TW_8205,D. Otros,D. Otros,8. Interacción con usuarios | 1a. Programática - Postura,7a. Personal (trivial)
TW_18705,C. Politics,C. Politics,5a. Ataque (personal) | 6a. Referencia positiva (cand. presidencial),5a. Ataque (personal) | 6a. Referencia positiva (cand. presidencial)
TW_6489,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios
TW_4540,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_4038,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura
FB_1976,A. Programático,B. Campaña,1a. Programática - Postura,10. Aparición en medios
TW_25695,B. Campaña,C. Politics,3. Movilización de recursos,6b. Referencia positiva (partido)
FB_6894,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 2. Eventos de campaña,6a. Referencia positiva (cand. presidencial)
TW_26512,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
TW_16049,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_3926,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_13545,D. Otros,B. Campaña,8. Interacción con usuarios,3. Movilización de recursos
TW_5240,B. Campaña,A. Programático,2. Eventos de campaña,1a. Programática - Postura
TW_941,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_5923,D. Otros,NA,9. Utilidad pública,
TW_10443,C. Politics,C. Politics,6b. Referencia positiva (partido),6b. Referencia positiva (partido)
TW_8707,B. Campaña,NA,2. Eventos de campaña,
TW_26806,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
FB_8947,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_13599,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública
FB_5721,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_1099,C. Politics,A. Programático,1a. Programática - Postura | 5b. Ataque (global),1a. Programática - Postura
FB_9112,C. Politics,C. Politics,6b. Referencia positiva (partido),6b. Referencia positiva (partido)
FB_5397,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_5742,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_5261,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_4597,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_8001,A. Programático,B. Campaña,1a. Programática - Postura,2. Eventos de campaña | 1a. Programática - Postura
TW_19028,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_18221,C. Politics,D. Otros,4. Endorsements,8. Interacción con usuarios
TW_9722,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_9842,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_21977,C. Politics,D. Otros,5a. Ataque (personal),8. Interacción con usuarios
FB_2671,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_9408,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura
TW_896,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial) | 1b. Programática - Propuesta
FB_1382,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_12265,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_7490,D. Otros,C. Politics,7a. Personal (trivial),5a. Ataque (personal)
FB_4442,B. Campaña,D. Otros,3. Movilización de recursos,7b. Personal (aptitudes)
TW_24087,A. Programático,C. Politics,1a. Programática - Postura,5a. Ataque (personal)
FB_9075,NA,B. Campaña,,2. Eventos de campaña
FB_8144,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_8404,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta
TW_15891,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta
TW_7057,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 1b. Programática - Propuesta,6a. Referencia positiva (cand. presidencial)
TW_22584,D. Otros,B. Campaña,8. Interacción con usuarios,6e. Referencia positiva (comp. lista)
TW_20502,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 8. Interacción con usuarios,5b. Ataque (global)
FB_6625,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta
TW_14924,D. Otros,C. Politics,8. Interacción con usuarios,5b. Ataque (global)
TW_16690,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_5774,D. Otros,D. Otros,N/A (imposible de determinar),7b. Personal (aptitudes)
FB_6003,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_8733,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 1a. Programática - Postura,6a. Referencia positiva (cand. presidencial)
TW_21432,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_12544,D. Otros,D. Otros,8. Interacción con usuarios,7a. Personal (trivial)
FB_3598,B. Campaña,B. Campaña,2. Eventos de campaña,7a. Personal (trivial)
TW_17431,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura | 9. Utilidad pública
TW_18736,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_23076,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_2816,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 1a. Programática - Postura,6d. Referencia positiva (gobierno)
FB_5328,B. Campaña,D. Otros,2. Eventos de campaña,N/A (imposible de determinar)
TW_18632,C. Politics,D. Otros,5a. Ataque (personal),8. Interacción con usuarios
TW_24042,C. Politics,A. Programático,6a. Referencia positiva (cand. presidencial),1b. Programática - Propuesta
FB_7554,D. Otros,D. Otros,9. Utilidad pública,8. Interacción con usuarios
TW_20009,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial) | 8. Interacción con usuarios
FB_5749,NA,B. Campaña,,2. Eventos de campaña
FB_7085,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
TW_1804,A. Programático,D. Otros,1a. Programática - Postura,9. Utilidad pública
FB_4185,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_11561,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6f. Referencia positiva (otros) | 6a. Referencia positiva (cand. presidencial)
FB_9145,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_7988,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_10877,C. Politics,D. Otros,5a. Ataque (personal),7a. Personal (trivial)
FB_9829,A. Programático,A. Programático,1b. Programática - Propuesta,1b. Programática - Propuesta
TW_4805,C. Politics,C. Politics,6d. Referencia positiva (gobierno),6f. Referencia positiva (otros)
TW_21194,A. Programático,B. Campaña,1a. Programática - Postura,2. Eventos de campaña
TW_18511,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
FB_477,A. Programático,B. Campaña,1a. Programática - Postura | 6f. Referencia positiva (otros),2. Eventos de campaña
FB_9623,B. Campaña,D. Otros,10. Aparición en medios,7a. Personal (trivial)
FB_7343,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_20106,C. Politics,A. Programático,6b. Referencia positiva (partido),1a. Programática - Postura
TW_19874,C. Politics,C. Politics,5a. Ataque (personal),6a. Referencia positiva (cand. presidencial)
TW_9041,D. Otros,C. Politics,10. Aparición en medios,5a. Ataque (personal)
TW_14805,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_17911,C. Politics,C. Politics,5b. Ataque (global),5b. Ataque (global)
FB_8603,C. Politics,B. Campaña,6c. Referencia positiva (coalición),3. Movilización de recursos
FB_4216,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta | 1a. Programática - Postura
TW_19517,C. Politics,C. Politics,5b. Ataque (global),5a. Ataque (personal)
TW_11999,C. Politics,C. Politics,5b. Ataque (global),5a. Ataque (personal) | 8. Interacción con usuarios
TW_10636,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_7612,D. Otros,NA,4. Endorsements,
FB_7426,B. Campaña,D. Otros,4. Endorsements,7a. Personal (trivial)
TW_25359,D. Otros,A. Programático,9. Utilidad pública | 6f. Referencia positiva (otros),1a. Programática - Postura
TW_21990,D. Otros,D. Otros,8. Interacción con usuarios,7a. Personal (trivial)
FB_8846,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_21723,C. Politics,A. Programático,5b. Ataque (global),6a. Referencia positiva (cand. presidencial)
TW_19191,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_24540,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 3. Movilización de recursos,6a. Referencia positiva (cand. presidencial)
TW_500,D. Otros,D. Otros,N/A (imposible de determinar),7a. Personal (trivial)
TW_2458,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial)
TW_10112,B. Campaña,B. Campaña,4. Endorsements,4. Endorsements
TW_9795,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_7104,A. Programático,D. Otros,1a. Programática - Postura,8. Interacción con usuarios
TW_6412,D. Otros,C. Politics,8. Interacción con usuarios,6a. Referencia positiva (cand. presidencial)
TW_6980,D. Otros,C. Politics,7a. Personal (trivial),6f. Referencia positiva (otros)
TW_550,C. Politics,C. Politics,5b. Ataque (global) | 6a. Referencia positiva (cand. presidencial),5a. Ataque (personal)
TW_19703,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_483,D. Otros,B. Campaña,7a. Personal (trivial),2. Eventos de campaña
TW_8663,C. Politics,A. Programático,6b. Referencia positiva (partido),1a. Programática - Postura
TW_12307,D. Otros,C. Politics,8. Interacción con usuarios | 1a. Programática - Postura,5a. Ataque (personal)
TW_2775,A. Programático,C. Politics,1a. Programática - Postura,6f. Referencia positiva (otros)
TW_26646,D. Otros,D. Otros,9. Utilidad pública,5c. Ataque (otros) | 7a. Personal (trivial)
FB_1036,C. Politics,B. Campaña,6f. Referencia positiva (otros),2. Eventos de campaña
TW_4528,C. Politics,A. Programático,6a. Referencia positiva (cand. presidencial),1b. Programática - Propuesta
FB_4692,B. Campaña,B. Campaña,10. Aparición en medios | 2. Eventos de campaña,2. Eventos de campaña
TW_25305,D. Otros,C. Politics,N/A (imposible de determinar),5a. Ataque (personal)
FB_1851,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_12213,C. Politics,D. Otros,5b. Ataque (global),8. Interacción con usuarios
TW_26250,D. Otros,D. Otros,9. Utilidad pública,7a. Personal (trivial) | 5c. Ataque (otros)
TW_8494,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios
TW_5540,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura
TW_21804,NA,C. Politics,,5b. Ataque (global)
FB_3932,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
FB_1029,A. Programático,A. Programático,1a. Programática - Postura | 10. Aparición en medios,1a. Programática - Postura
TW_8117,C. Politics,C. Politics,5b. Ataque (global),5b. Ataque (global)
TW_12874,D. Otros,B. Campaña,8. Interacción con usuarios,2. Eventos de campaña
FB_5600,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_17229,B. Campaña,NA,4. Endorsements,
TW_25749,D. Otros,C. Politics,7a. Personal (trivial),4. Endorsements
TW_6856,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña
TW_16163,A. Programático,C. Politics,1a. Programática - Postura,6d. Referencia positiva (gobierno)
TW_9723,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial)
TW_21478,A. Programático,B. Campaña,1a. Programática - Postura,2. Eventos de campaña
TW_17553,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal)
